Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
AH-321-B05	43.45	0.0	Neural Network (Specific Model)	11	0.96	27362	304.4155172413793	550515	0.3	580	35	75028	None
AH-321-C10	51.08	0.01	Neural Network (Specific Model)	11	0.967	28251	295.19558359621453	578854	0.29	634	39	71286	None
AH-321-D20	44.48	1.27	Neural Network (Specific Model)	11	0.963	37480	306.7081967213115	580949	0.3	610	28	153567	None
AH-321-F18	8.82	0.12	Neural Network (Specific Model)	11	0.957	4779	235.54193548387096	113971	0.29	155	26	9939	None
AH-321-G03	29.01	0.04	Neural Network (Specific Model)	11	0.95	19086	279.78723404255317	372456	0.29	423	29	49846	None
AH-321-J23	76.62	0.02	Neural Network (Specific Model)	11	0.96	35542	299.24467099165895	1006752	0.33	1079	49	93042	None
AH-321-M18	49.37	0.08	Neural Network (Specific Model)	11	0.968	64116	292.49642346208867	631720	0.29	699	30	87381	None
AH-321-P11	13.66	0.0	Neural Network (Specific Model)	11	0.965	20944	261.5679012345679	197114	0.3	243	15	45351	None
AH-321-P10	84.22	0.05	Neural Network (Specific Model)	11	0.963	141307	300.58674304418986	1140557	0.29	1222	20	217096	None
AH-324-L04	25.16	0.0	Neural Network (Specific Model)	11	0.958	20469	278.0049504950495	350333	0.29	404	33	31436	None
AH-324-N05	75.36	0.19	Neural Network (Specific Model)	11	0.962	61848	300.136690647482	907931	0.29	973	44	133939	None
AH-324-N17	69.37	0.0	Neural Network (Specific Model)	11	0.968	213658	302.50057405281285	814273	0.29	871	18	242298	None
AH-324-N19	17.38	0.0	Neural Network (Specific Model)	11	0.97	13397	287.52320675105483	210317	0.29	237	26	36843	None
AH-326-B17	70.04	0.02	Neural Network (Specific Model)	11	0.962	75194	288.267818574514	829324	0.3	926	41	146900	None
AH-326-K22	18.64	0.05	Neural Network (Specific Model)	11	0.962	11809	270.9255583126551	339377	0.3	403	36	36517	None
AH-326-M17	82.56	0.03	Neural Network (Specific Model)	11	0.96	45025	290.74604743083006	916519	0.29	1012	41	221477	None
AG-920-N08	76.15	0.02	Neural Network (Specific Model)	11	0.959	59242	294.4684512428298	960437	0.3	1046	39	272702	None
AG-893-E04	71.68	0.01	Neural Network (Specific Model)	11	0.969	95464	302.01372549019607	950943	0.29	1020	26	140772	None
AG-920-O10	80.56	0.04	Neural Network (Specific Model)	11	0.962	63239	302.08288288288287	1041883	0.3	1110	30	198128	None
AG-920-O11	77.69	0.12	Neural Network (Specific Model)	11	0.959	117953	300.92051756007396	1015455	0.3	1082	25	172104	None
AG-920-O18	49.13	0.08	Neural Network (Specific Model)	11	0.966	23807	288.7462871287129	722462	0.3	808	47	63228	None
AG-920-P06	69.02	0.05	Neural Network (Specific Model)	11	0.97	40460	308.8485456369107	949376	0.3	997	47	206315	None
AG-920-P10	69.19	0.0	Neural Network (Specific Model)	11	0.966	23327	286.67951318458415	874589	0.29	986	59	80068	None
AG-920-P15	76.44	0.1	Neural Network (Specific Model)	11	0.963	53233	302.98956356736244	991479	0.3	1054	37	97502	None
AG-893-G06	51.81	0.02	Neural Network (Specific Model)	11	0.964	38819	290.73706896551727	627630	0.28	696	39	89320	None
AG-920-P23	37.03	0.02	Neural Network (Specific Model)	11	0.966	17554	289.31424375917766	610245	0.3	681	55	40342	None
AG-893-I11	16.46	0.01	Neural Network (Specific Model)	11	0.968	10708	296.4980988593156	240952	0.3	263	32	25753	None
AG-893-J20	78.35	0.12	Neural Network (Specific Model)	11	0.966	38835	295.91786621507197	1082691	0.29	1181	50	87093	None
AH-287-A14	69.39	0.16	Neural Network (Specific Model)	11	0.962	43607	298.9681467181467	962863	0.29	1036	49	84116	None
AG-893-K16	83.03	0.15	Neural Network (Specific Model)	11	0.967	130081	310.85332252836304	1186502	0.29	1234	21	296558	None
AG-893-L06	83.93	0.04	Neural Network (Specific Model)	11	0.962	81567	300.70588235294116	1016908	0.29	1088	19	329199	None
AH-287-A22	15.72	0.0	Neural Network (Specific Model)	11	0.964	32470	286.968253968254	224386	0.3	252	22	49264	None
AG-893-M16	77.85	0.01	Neural Network (Specific Model)	11	0.963	87003	295.54971319311665	959704	0.29	1046	30	153153	None
AH-287-C05	22.18	0.06	Neural Network (Specific Model)	11	0.971	19476	282.8188405797101	360490	0.3	414	28	48640	None
AH-287-C09	78.53	0.16	Neural Network (Specific Model)	11	0.962	60225	288.52575488454704	1009973	0.29	1126	35	201958	None
AH-287-C15	44.11	0.23	Neural Network (Specific Model)	11	0.961	24660	271.0	557150	0.31	661	35	58074	None
AG-893-N09	71.08	1.24	Neural Network (Specific Model)	11	0.965	31518	295.43954918032784	893819	0.29	976	47	81946	None
AG-893-O08	36.09	0.03	Neural Network (Specific Model)	11	0.961	22440	290.9509001636661	553121	0.3	611	50	55039	None
AH-287-D22	32.31	0.4	Neural Network (Specific Model)	11	0.953	20101	285.0985010706638	417847	0.3	467	34	58367	None
AH-287-D21	25.47	0.05	Neural Network (Specific Model)	11	0.957	16452	276.1896955503513	368277	0.29	427	35	33990	None
AG-893-P06	8.51	0.05	Neural Network (Specific Model)	11	0.967	8498	263.01290322580644	126015	0.29	155	18	19295	None
AH-287-E07	28.84	0.0	Neural Network (Specific Model)	11	0.968	16486	288.451871657754	333167	0.3	374	33	47316	None
AH-287-E09	83.18	0.03	Neural Network (Specific Model)	11	0.964	43338	296.8373397435897	1149207	0.29	1248	53	154528	None
AH-287-F10	31.0	0.0	Neural Network (Specific Model)	11	0.971	19893	289.32712765957444	335132	0.31	376	30	62259	None
AH-287-F21	45.83	0.06	Neural Network (Specific Model)	11	0.963	49814	284.2551984877127	466662	0.29	529	20	103464	None
AH-287-I02	75.26	0.02	Neural Network (Specific Model)	11	0.968	182520	301.5160220994475	843143	0.3	905	16	266538	None
AH-287-I18	35.89	0.05	Neural Network (Specific Model)	11	0.964	15700	282.74418604651163	490066	0.29	559	54	32047	None
AH-287-J07	43.38	0.03	Neural Network (Specific Model)	11	0.958	22033	290.23548922056386	546098	0.3	603	47	39541	None
AH-287-L10	19.33	0.03	Neural Network (Specific Model)	11	0.967	138895	308.3667820069204	275793	0.33	289	9	138895	None
AH-287-M09	39.02	0.03	Neural Network (Specific Model)	11	0.962	25549	279.4390243902439	462967	0.3	533	35	61061	None
AH-287-N15	56.55	0.01	Neural Network (Specific Model)	11	0.965	40839	292.980024968789	727627	0.3	801	41	100046	None
AH-287-P10	55.72	0.04	Neural Network (Specific Model)	11	0.962	49534	286.1107644305772	570322	0.3	641	40	95978	None
AH-321-B08	56.62	0.3	Neural Network (Specific Model)	11	0.962	20109	289.00758396533047	829115	0.29	923	70	79613	None
AH-321-I22	58.86	0.01	Neural Network (Specific Model)	11	0.967	33284	287.1503957783641	672657	0.3	758	45	64545	None
AH-321-J07	68.59	0.24	Neural Network (Specific Model)	11	0.965	31487	293.2375809935205	841329	0.3	926	64	87952	None
AH-321-L20	66.62	0.09	Neural Network (Specific Model)	11	0.964	67111	292.88532675709	737231	0.29	811	25	137933	None
AH-321-N05	39.14	0.06	Neural Network (Specific Model)	11	0.967	57940	297.7465437788018	599588	0.3	651	32	151498	None
AH-324-B07	31.43	0.0	Neural Network (Specific Model)	11	0.965	39468	309.60508083140877	415514	0.34	433	19	80715	None
AH-324-D05	36.84	0.02	Neural Network (Specific Model)	11	0.959	112622	302.11708253358927	490678	0.29	521	10	208340	None
AH-324-N20	70.53	0.07	Neural Network (Specific Model)	11	0.969	52056	302.3182256509161	967913	0.29	1037	42	192406	None
AH-326-O21	63.65	0.04	Neural Network (Specific Model)	11	0.962	32261	294.3780193236715	757990	0.3	828	50	105624	None
AG-918-B17	27.31	0.0	Neural Network (Specific Model)	11	0.96	21533	277.2983293556086	362007	0.3	419	25	44827	None
AG-426-N03	29.99	0.19	Neural Network (Specific Model)	11	0.967	21569	300.84261501210653	384305	0.29	413	28	94532	None
AG-426-N04	58.94	0.0	Neural Network (Specific Model)	11	0.961	28566	287.41374837872894	689329	0.29	771	46	54900	None
AG-430-P10	61.35	0.79	Neural Network (Specific Model)	11	0.959	30165	296.94080996884736	892159	0.32	963	49	84478	None
AG-435-P03	35.0	0.2	Neural Network (Specific Model)	11	0.951	14126	285.94692144373676	423347	0.3	471	47	32110	None
AG-913-O07	45.09	0.11	Neural Network (Specific Model)	11	0.958	70190	294.7541729893778	606190	0.29	659	19	91999	None
AG-435-P07	56.43	0.08	Neural Network (Specific Model)	11	0.96	49847	299.76331360946745	789120	0.29	845	36	88424	None
AG-439-B20	21.43	0.0	Neural Network (Specific Model)	11	0.954	16493	269.1697127937337	323264	0.3	383	31	49978	None
AG-914-J20	84.37	0.05	Neural Network (Specific Model)	11	0.97	94354	299.3423076923077	959634	0.3	1040	23	234868	None
AG-447-A10	24.9	0.23	Neural Network (Specific Model)	11	0.968	46901	294.11137440758296	383723	0.3	422	21	70268	None
AH-287-D15	74.93	0.06	Neural Network (Specific Model)	11	0.963	75369	302.78941908713693	905761	0.3	964	26	270004	None
AH-287-E03	59.25	0.01	Neural Network (Specific Model)	11	0.962	41418	293.5314285714286	638726	0.3	700	30	76536	None
AG-893-P08	74.55	0.13	Neural Network (Specific Model)	11	0.969	46419	301.47079964061095	1035623	0.3	1113	50	114246	None
AH-287-E06	26.71	0.13	Neural Network (Specific Model)	11	0.955	36933	306.5175879396985	381806	0.29	398	27	105116	None
AH-287-E20	29.04	0.31	Neural Network (Specific Model)	11	0.962	10894	283.09615384615387	411996	0.3	468	51	38714	None
AH-287-F06	28.72	0.04	Neural Network (Specific Model)	11	0.957	15797	275.6212121212121	454815	0.3	528	42	50311	None
AH-287-E22	64.81	0.4	Neural Network (Specific Model)	11	0.966	44726	296.89721886336156	760047	0.29	827	41	105107	None
AH-287-F23	59.29	0.02	Neural Network (Specific Model)	11	0.96	24090	290.448326055313	621899	0.3	687	53	81218	None
AH-287-G21	59.92	0.06	Neural Network (Specific Model)	11	0.965	32950	295.37966537966537	711105	0.29	777	50	66563	None
AH-287-I06	75.82	0.19	Neural Network (Specific Model)	11	0.962	52093	304.02504472271914	1057091	0.3	1118	47	209412	None
AH-287-G22	79.18	0.01	Neural Network (Specific Model)	11	0.961	172259	292.1337760910816	958604	0.29	1054	20	471771	None
AH-287-J02	38.71	0.02	Neural Network (Specific Model)	11	0.956	20771	282.83653846153845	551952	0.3	624	43	70165	None
AH-287-K14	69.95	0.3	Neural Network (Specific Model)	11	0.961	90945	291.8277777777778	816980	0.3	900	31	145534	None
AH-287-M13	41.36	0.14	Neural Network (Specific Model)	11	0.965	24073	298.9187675070028	661597	0.3	714	49	92421	None
AH-287-M20	39.53	0.01	Neural Network (Specific Model)	11	0.966	27561	281.6537037037037	470763	0.3	540	33	54691	None
AH-287-O18	26.08	0.0	Neural Network (Specific Model)	11	0.966	30772	293.2857142857143	304997	0.29	336	20	40089	None
AH-321-A23	24.01	0.03	Neural Network (Specific Model)	11	0.964	16767	265.84897025171625	359970	0.3	437	37	44067	None
AH-321-A16	66.38	0.13	Neural Network (Specific Model)	11	0.962	33140	292.9760820045558	799199	0.3	878	37	101188	None
AH-321-C08	11.4	0.19	Neural Network (Specific Model)	11	0.953	7075	259.03960396039605	164187	0.31	202	31	11901	None
AH-321-C16	36.58	0.81	Neural Network (Specific Model)	11	0.972	12152	276.8175824175824	386972	0.3	455	47	39774	None
AH-321-C18	25.02	0.08	Neural Network (Specific Model)	11	0.965	25645	285.7306034482759	410878	0.3	464	30	49925	None
AH-321-C22	13.0	0.0	Neural Network (Specific Model)	11	0.969	26824	287.64383561643837	259177	0.3	292	14	99544	None
AH-321-E05	57.79	0.01	Neural Network (Specific Model)	11	0.964	27153	284.56208277703604	661110	0.29	749	45	64964	None
AH-321-F08	45.64	0.18	Neural Network (Specific Model)	11	0.963	30005	287.00768049155147	580032	0.3	651	46	79498	None
AH-321-E17	20.27	0.0	Neural Network (Specific Model)	11	0.966	43611	283.1344262295082	267062	0.3	305	18	68490	None
AH-321-G04	21.1	0.05	Neural Network (Specific Model)	11	0.968	12114	294.2374301675978	325604	0.31	358	39	36754	None
AH-321-G15	81.77	0.01	Neural Network (Specific Model)	11	0.964	63182	302.85185185185185	913227	0.3	972	33	220082	None
AH-321-G14	67.32	0.2	Neural Network (Specific Model)	11	0.963	37000	299.35897435897436	870388	0.29	936	44	76253	None
AH-321-K16	79.53	0.02	Neural Network (Specific Model)	11	0.967	82421	295.1732817037754	942903	0.3	1033	32	110102	None
AH-321-O02	17.46	0.1	Neural Network (Specific Model)	11	0.971	10605	283.5979020979021	249809	0.29	286	30	28587	None
AH-321-O11	45.9	0.09	Neural Network (Specific Model)	11	0.973	24607	290.9594202898551	616577	0.29	690	46	69330	None
AH-321-O10	31.96	0.0	Neural Network (Specific Model)	11	0.962	29050	286.0331010452962	510226	0.29	574	28	49949	None
AH-324-A02	70.45	0.03	Neural Network (Specific Model)	11	0.962	40973	297.3755060728745	913424	0.3	988	41	132479	None
AH-324-B06	52.26	0.01	Neural Network (Specific Model)	11	0.962	73238	290.0884476534296	499341	0.29	554	16	121349	None
AH-324-D07	18.65	0.09	Neural Network (Specific Model)	11	0.969	26784	293.2798742138365	287669	0.3	318	29	50942	None
AH-324-I07	27.02	0.0	Neural Network (Specific Model)	11	0.954	45975	275.6952380952381	272352	0.31	315	14	57958	None
AH-324-J17	17.02	0.01	Neural Network (Specific Model)	11	0.966	29305	299.06716417910445	248183	0.31	268	20	58383	None
AH-324-K04	69.27	0.01	Neural Network (Specific Model)	11	0.963	49721	290.04761904761904	832384	0.3	924	43	161308	None
AH-324-K22	44.69	0.09	Neural Network (Specific Model)	11	0.963	16950	296.8095975232198	595310	0.29	646	54	74337	None
AH-324-L08	21.35	0.0	Neural Network (Specific Model)	11	0.97	25506	282.6601671309192	312693	0.31	359	31	67923	None
AH-324-M09	24.23	0.05	Neural Network (Specific Model)	11	0.953	32876	290.123417721519	287805	0.29	316	23	50885	None
AH-324-M04	15.7	0.03	Neural Network (Specific Model)	11	0.964	13097	266.9161290322581	256660	0.28	310	29	32259	None
AH-324-P17	34.44	0.11	Neural Network (Specific Model)	11	0.965	35947	300.25096525096524	482257	0.3	518	22	122650	None
AH-326-A08	66.84	0.03	Neural Network (Specific Model)	11	0.963	48103	297.4423251589464	1017667	0.3	1101	46	145033	None
AH-326-D14	71.84	0.0	Neural Network (Specific Model)	11	0.963	57109	289.3835164835165	817823	0.3	910	31	149855	None
AH-326-D11	29.34	0.05	Neural Network (Specific Model)	11	0.969	18674	283.2716894977169	382639	0.3	438	32	36923	None
AH-326-E10	13.94	0.17	Neural Network (Specific Model)	11	0.972	11524	291.5990338164251	185760	0.29	207	19	23888	None
AH-326-F20	19.81	0.0	Neural Network (Specific Model)	11	0.963	14408	290.3250773993808	291026	0.3	323	36	26523	None
AH-326-I06	71.82	0.39	Neural Network (Specific Model)	11	0.962	36318	292.5832389580974	803095	0.29	883	45	85106	None
AH-326-J06	40.63	0.03	Neural Network (Specific Model)	11	0.957	36147	292.89565217391305	526377	0.3	575	39	85427	None
AH-326-J08	32.51	0.36	Neural Network (Specific Model)	11	0.957	51659	301.099593495935	463342	0.3	492	18	114420	None
AH-326-M13	36.68	0.01	Neural Network (Specific Model)	11	0.968	39597	305.43120805369125	562655	0.29	596	35	153933	None
AG-905-M17	73.58	0.34	Neural Network (Specific Model)	11	0.966	126742	304.7855787476281	994499	0.3	1054	37	263874	None
AG-917-P08	33.96	0.03	Neural Network (Specific Model)	11	0.958	12487	293.9816091954023	399119	0.29	435	48	31749	None
AG-918-A03	82.07	0.16	Neural Network (Specific Model)	11	0.964	65552	298.9240607513989	1160839	0.3	1251	42	159970	None
AG-430-K11	52.54	0.84	Neural Network (Specific Model)	11	0.959	16582	292.10449735449737	688409	0.28	756	62	59186	None
AG-435-M16	38.77	0.06	Neural Network (Specific Model)	11	0.965	13970	283.19793459552494	509608	0.29	581	51	139991	None
AG-435-I23	63.9	0.59	Gradient Boost (General Model)	11	0.963	23200	291.30054644808746	828165	0.29	915	70	62895	None
AG-913-M06	79.28	0.01	Neural Network (Specific Model)	11	0.962	110153	303.27226202661205	920533	0.29	977	21	220321	None
AG-913-O03	64.73	0.02	Neural Network (Specific Model)	11	0.966	73072	295.98478260869564	843077	0.29	920	31	169485	None
AG-439-O12	56.28	0.02	Neural Network (Specific Model)	11	0.957	33816	291.2338983050847	805766	0.3	885	50	62826	None
AG-439-M23	55.15	0.01	Neural Network (Specific Model)	11	0.966	32106	299.31126596980255	797884	0.28	861	42	85314	None
AG-439-P01	84.48	0.08	Neural Network (Specific Model)	11	0.964	117802	297.9502487562189	928187	0.3	1005	18	234377	None
AG-914-O19	58.49	0.13	Neural Network (Specific Model)	11	0.96	25899	290.8333333333333	716944	0.3	792	39	100049	None
AG-915-B07	14.52	0.13	Neural Network (Specific Model)	11	0.975	17263	282.53179190751445	149916	0.3	173	17	41138	None
AG-915-E04	63.87	0.0	Neural Network (Specific Model)	11	0.97	68394	299.97039897039895	718291	0.3	777	28	120899	None
AH-287-E10	28.26	0.0	Neural Network (Specific Model)	11	0.963	27156	294.55799373040753	292031	0.3	319	25	47125	None
AH-287-P17	15.05	0.0	Neural Network (Specific Model)	11	0.954	11677	285.19059405940595	361305	0.31	404	46	32321	None
AH-321-D13	77.83	0.02	Neural Network (Specific Model)	11	0.963	126082	302.3228571428571	985792	0.29	1050	21	439710	None
AH-321-E03	58.66	0.02	Neural Network (Specific Model)	11	0.963	38880	291.8788249694002	740399	0.29	817	52	106429	None
AH-321-E06	66.32	0.15	Neural Network (Specific Model)	11	0.963	122007	304.951724137931	823748	0.29	870	15	301976	None
AH-321-F10	77.37	0.26	Neural Network (Specific Model)	11	0.966	62243	299.56663275686674	910717	0.3	983	34	157342	None
AH-321-F23	81.72	0.0	Neural Network (Specific Model)	11	0.965	61241	296.04595404595403	918094	0.29	1001	27	149298	None
AH-321-F16	79.57	0.67	Neural Network (Specific Model)	11	0.968	66159	297.87974683544303	1018386	0.29	1106	39	137621	None
AH-321-G11	62.36	0.03	Neural Network (Specific Model)	11	0.966	71927	291.05791505791507	699411	0.29	777	24	129367	None
AH-321-G06	37.37	0.09	Neural Network (Specific Model)	11	0.964	47120	307.7685393258427	424704	0.29	445	19	73757	None
AH-321-I02	29.46	0.1	Neural Network (Specific Model)	11	0.964	12249	272.7751371115174	462763	0.29	547	53	28315	None
AH-321-I08	41.44	0.06	Neural Network (Specific Model)	11	0.963	26377	296.0040650406504	452255	0.3	492	26	89527	None
AH-321-I10	26.12	0.0	Neural Network (Specific Model)	11	0.959	20238	278.58705357142856	389192	0.29	448	29	41471	None
AH-321-G23	41.63	0.24	Neural Network (Specific Model)	11	0.967	17904	284.4207920792079	532309	0.29	606	44	43991	None
AH-321-J04	23.51	0.0	Neural Network (Specific Model)	11	0.951	14490	259.0858585858586	322615	0.29	396	40	24920	None
AH-321-J11	78.44	0.16	Neural Network (Specific Model)	11	0.969	99724	301.6052393857272	1030326	0.3	1107	28	263005	None
AH-321-K19	77.05	0.01	Neural Network (Specific Model)	11	0.966	430242	298.5091891891892	854060	0.3	925	19	430242	None
AH-321-K15	84.66	0.01	Neural Network (Specific Model)	11	0.965	83709	298.7314234556849	1034696	0.29	1117	31	178325	None
AH-321-K18	43.38	0.04	Neural Network (Specific Model)	11	0.969	39630	294.42698706099816	491634	0.28	541	29	127326	None
AH-321-L07	25.95	0.0	Neural Network (Specific Model)	11	0.961	15169	266.71958762886595	402671	0.3	485	40	46562	None
AH-321-L15	38.58	1.27	Neural Network (Specific Model)	11	0.957	16571	272.45910780669146	457674	0.3	538	41	56638	None
AH-321-M03	61.45	0.0	Neural Network (Specific Model)	11	0.961	32553	293.2043010752688	678810	0.3	744	43	64632	None
AH-321-M10	41.16	0.06	Gradient Boost (General Model)	11	0.966	25399	283.48319327731093	417876	0.3	476	35	45314	None
AH-321-M17	29.21	0.38	Neural Network (Specific Model)	11	0.956	26587	273.93468468468467	380248	0.3	444	27	39750	None
AH-321-N06	16.81	0.0	Neural Network (Specific Model)	11	0.954	25149	296.72701949860726	334168	0.3	359	24	42199	None
AH-321-O04	16.2	0.01	Neural Network (Specific Model)	11	0.966	27252	283.82191780821915	256572	0.29	292	24	40904	None
AH-321-O07	40.31	2.01	Neural Network (Specific Model)	11	0.958	21640	266.4127272727273	457400	0.29	550	39	56963	None
AH-321-O05	26.19	0.0	Neural Network (Specific Model)	11	0.962	10736	263.55029585798815	276792	0.28	338	37	28188	None
AH-321-O20	82.14	0.03	Neural Network (Specific Model)	11	0.968	91700	299.8102466793169	976418	0.3	1054	28	195919	None
AH-324-A20	56.41	0.01	Neural Network (Specific Model)	11	0.957	42731	281.4797385620915	672875	0.29	765	41	69975	None
AH-324-D11	45.75	0.05	Neural Network (Specific Model)	11	0.967	75833	291.9561815336463	576379	0.3	639	30	145625	None
AH-324-D16	18.33	0.0	Neural Network (Specific Model)	11	0.967	10621	294.07801418439715	256454	0.3	282	29	31185	None
AH-324-E10	58.28	0.06	Neural Network (Specific Model)	11	0.962	93767	291.5492227979275	699393	0.3	772	14	187732	None
AH-324-F11	53.12	0.08	Neural Network (Specific Model)	11	0.971	35893	293.6677367576244	563326	0.3	623	37	74619	None
AH-324-F16	27.47	0.02	Neural Network (Specific Model)	11	0.962	14006	281.90261282660333	368914	0.3	421	39	62853	None
AH-324-F06	32.89	0.0	Neural Network (Specific Model)	11	0.957	17579	291.80288461538464	379354	0.28	416	27	68682	None
AH-324-E16	11.04	0.11	Neural Network (Specific Model)	11	0.973	35094	308.60869565217394	152922	0.31	161	13	58089	None
AH-324-G05	77.57	0.54	Neural Network (Specific Model)	11	0.967	49215	299.89498580889307	980577	0.3	1057	42	137440	None
AH-324-G06	20.96	0.12	Neural Network (Specific Model)	11	0.969	13458	283.71546391752577	424310	0.3	485	40	36196	None
AH-324-G13	78.15	0.06	Neural Network (Specific Model)	11	0.964	68307	292.4244670991659	978913	0.3	1079	31	157850	None
AH-324-I08	69.39	0.13	Neural Network (Specific Model)	11	0.967	40769	293.2328767123288	927023	0.29	1022	62	116534	None
AH-324-J13	19.49	0.0	Neural Network (Specific Model)	11	0.965	14877	304.47058823529414	224684	0.33	238	19	42060	None
AH-324-J19	23.36	0.02	Neural Network (Specific Model)	11	0.962	9501	266.4233983286908	297642	0.3	359	37	24157	None
AH-324-L09	79.75	0.0	Neural Network (Specific Model)	11	0.964	77213	294.467803030303	964348	0.29	1056	35	280811	None
AH-324-M18	30.47	0.03	Neural Network (Specific Model)	11	0.96	38905	303.02952029520293	512007	0.33	542	37	101249	None
AH-324-N09	32.01	0.0	Neural Network (Specific Model)	11	0.965	27275	304.6183844011142	339120	0.29	359	27	72107	None
AH-324-P05	32.1	0.21	Neural Network (Specific Model)	11	0.964	17182	278.503937007874	329057	0.3	381	28	41481	None
AH-326-A05	49.48	0.08	Neural Network (Specific Model)	11	0.961	30800	292.8074626865672	610403	0.29	670	35	61560	None
AH-326-B10	23.16	0.01	Neural Network (Specific Model)	11	0.96	15944	284.09253731343284	296303	0.3	335	30	28424	None
AH-326-B07	65.02	1.28	Neural Network (Specific Model)	11	0.967	48124	297.8874239350913	909306	0.28	986	36	117924	None
AH-326-B19	64.6	0.08	Neural Network (Specific Model)	11	0.966	64697	296.2781954887218	853851	0.3	931	36	111700	None
AH-326-C02	76.02	0.01	Neural Network (Specific Model)	11	0.964	31901	296.49557522123894	831729	0.29	904	48	75736	None
AH-326-C09	52.8	0.0	Neural Network (Specific Model)	11	0.958	29713	288.17972350230417	585151	0.29	651	38	68777	None
AH-326-D06	80.3	0.04	Neural Network (Specific Model)	11	0.966	39457	292.68834951456313	933529	0.29	1030	47	132690	None
AH-326-E02	49.94	0.65	Neural Network (Specific Model)	11	0.957	22169	274.9102384291725	612046	0.3	713	45	72115	None
AH-326-E11	55.12	0.32	Neural Network (Specific Model)	11	0.966	31584	288.93397524071526	650532	0.29	727	35	76000	None
AH-326-E19	59.19	0.07	Neural Network (Specific Model)	11	0.966	26088	289.89301801801804	796707	0.29	888	51	67071	None
AH-326-E21	72.46	0.05	Neural Network (Specific Model)	11	0.962	48643	288.00539956803453	828455	0.3	926	43	102457	None
AH-326-I05	69.99	0.67	Neural Network (Specific Model)	11	0.963	35285	289.4436170212766	844361	0.29	940	40	108205	None
AH-326-I15	13.24	0.35	Neural Network (Specific Model)	11	0.968	16390	299.5511111111111	208327	0.31	225	18	30051	None
AH-326-K08	34.84	0.01	Neural Network (Specific Model)	11	0.968	16793	276.9593495934959	420458	0.3	492	40	45839	None
AH-326-M07	23.63	0.14	Neural Network (Specific Model)	11	0.95	15246	281.0094786729858	373162	0.3	422	43	28607	None
AH-326-N21	33.94	0.09	Neural Network (Specific Model)	11	0.965	19359	289.90554414784395	437299	0.29	487	38	53421	None
AH-326-P14	24.37	0.36	Neural Network (Specific Model)	11	0.97	17890	287.2247191011236	236325	0.29	267	21	30996	None
AG-917-P14	80.6	0.92	Neural Network (Specific Model)	11	0.962	74711	296.1081322609473	1030070	0.29	1119	36	189090	None
AG-470-P06	66.21	0.69	Neural Network (Specific Model)	11	0.961	50481	294.6046277665996	911506	0.29	994	50	135067	None
AG-430-B08	62.0	0.09	Neural Network (Specific Model)	11	0.955	29990	288.53887688984884	836972	0.3	926	48	86061	None
AG-913-F05	58.23	0.1	Neural Network (Specific Model)	11	0.962	47564	288.18468468468467	795730	0.3	888	40	157661	None
AG-435-F21	37.29	0.03	Neural Network (Specific Model)	11	0.967	19506	275.4451219512195	419193	0.29	492	35	58199	None
AG-439-I19	81.17	0.04	Neural Network (Specific Model)	11	0.962	64811	307.41021126760563	1085841	0.28	1136	35	202230	None
AG-439-J09	21.29	0.07	Neural Network (Specific Model)	11	0.955	20260	289.9576059850374	364011	0.29	401	25	42058	None
AG-439-L09	59.38	0.05	Neural Network (Specific Model)	11	0.961	41685	296.49342105263156	700908	0.28	760	38	73783	None
AG-914-O21	37.59	0.02	Neural Network (Specific Model)	11	0.96	38630	295.260593220339	434147	0.3	472	28	94119	None
AG-916-B03	56.92	0.0	Neural Network (Specific Model)	11	0.957	33755	297.5018679950187	746626	0.3	803	46	87309	None
AH-324-B08	67.47	0.1	Neural Network (Specific Model)	11	0.958	86385	298.0551351351351	860989	0.29	925	32	259400	None
AH-324-B22	73.61	0.59	Neural Network (Specific Model)	11	0.963	68846	299.0395833333333	891781	0.3	960	29	190859	None
AH-324-C16	83.75	0.01	Neural Network (Specific Model)	11	0.962	158319	297.56915887850465	989472	0.29	1070	26	187836	None
AH-324-G03	23.59	0.2	Neural Network (Specific Model)	11	0.969	14871	268.96666666666664	298667	0.3	360	34	30151	None
AH-324-G08	77.97	0.01	Neural Network (Specific Model)	11	0.962	80347	291.79887745556596	969379	0.29	1069	32	179770	None
AH-324-F20	32.82	0.0	Neural Network (Specific Model)	11	0.962	11984	274.40682414698165	324683	0.3	381	41	31431	None
AH-324-I02	34.89	0.08	Neural Network (Specific Model)	11	0.954	44438	305.74242424242425	442489	0.29	462	22	121199	None
AH-324-G16	51.41	0.02	Neural Network (Specific Model)	11	0.969	46513	303.2180349932705	694871	0.29	743	40	141464	None
AH-324-I20	83.98	0.1	Neural Network (Specific Model)	11	0.963	40084	291.95633561643837	1059278	0.28	1168	47	133667	None
AH-324-I16	56.89	0.13	Neural Network (Specific Model)	11	0.959	41000	294.8804347826087	591873	0.3	644	27	150665	None
AH-324-J11	48.83	0.39	Neural Network (Specific Model)	11	0.962	33521	292.890243902439	597272	0.3	656	34	84469	None
AH-324-J22	45.91	0.08	Neural Network (Specific Model)	11	0.96	22579	286.1748031496063	566176	0.3	635	31	77967	None
