OG_ID	cog_best	cog_best_name	cog_best_gene	cog_best_letter	cog_best_description	cog_support	n_genes	cog_rate
OG0002353	COG0175	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	CysH	E	Amino acid transport and metabolism	14	14	1
OG0002355	COG2164	Uncharacterized protein with cyclophilin fold, contains DUF369 domain	NA	R	General function prediction only	13	14	0.9285714285714286
OG0002356	COG2390	DNA-binding transcriptional regulator LsrR, DeoR family	DeoR	K	Transcription	14	14	1
OG0002358	COG3205	Uncharacterized membrane protein, DUF2061 family	NA	S	Function unknown	1	13	0.07692307692307693
OG0002360	COG2251	Predicted nuclease, RecB family	NA	R	General function prediction only	6	13	0.46153846153846156
OG0002362	COG4938	Predicted ATPase	NA	R	General function prediction only	13	13	1
OG0002363	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	12	13	0.9230769230769231
OG0002366	COG0542	ATP-dependent Clp protease, ATP-binding subunit ClpA	ClpA	O	Posttranslational modification, protein turnover, chaperones	1	13	0.07692307692307693
OG0002366	COG2932	Phage repressor protein C, contains Cro/C1-type HTH and peptidase S24 domains	NA	X	Mobilome: prophages, transposons	7	13	0.5384615384615384
OG0002367	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	1	13	0.07692307692307693
OG0002369	COG0421	Spermidine synthase (polyamine aminopropyltransferase)	SpeE	E	Amino acid transport and metabolism	4	13	0.3076923076923077
OG0002369	COG4262	Predicted spermidine synthase with an N-terminal membrane domain	NA	R	General function prediction only	9	13	0.6923076923076923
OG0002370	COG0673	Predicted dehydrogenase	MviM	R	General function prediction only	6	13	0.46153846153846156
OG0002371	COG1887	CDP-glycerol glycerophosphotransferase, TagB/SpsB family	TagB	M	Cell wall/membrane/envelope biogenesis	2	13	0.15384615384615385
OG0002372	COG1678	Putative transcriptional regulator, AlgH/UPF0301 family	AlgH	K	Transcription	13	13	1
OG0002374	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	RbsB	G	Carbohydrate transport and metabolism	13	13	1
OG0002375	COG5749	Chlorophyllide a oxygenase/letal leaf spot protein	PobA	H	Coenzyme transport and metabolism	12	13	0.9230769230769231
OG0002376	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	2	13	0.15384615384615385
OG0002376	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	1	13	0.07692307692307693
OG0002377	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	8	13	0.6153846153846154
OG0002382	COG2862	Uncharacterized membrane protein YqhA related to peroxide resistance, UPF0114 family	YqhA	S	Function unknown	13	13	1
OG0002387	COG3788	Uncharacterized membrane protein YecN, MAPEG domain	YecN	S	Function unknown	13	13	1
OG0002388	COG2825	Periplasmic chaperone for outer membrane proteins, Skp/HlpA/OmpH family	Skp	M	Cell wall/membrane/envelope biogenesis	3	13	0.23076923076923078
OG0002388	COG2833	Uncharacterized protein, contains ferritin-like DUF455 domain	NA	S	Function unknown	1	13	0.07692307692307693
OG0002388	COG3188	Outer membrane usher protein FimD/PapC	FimD	N	Cell motility	1	13	0.07692307692307693
OG0002388	COG3203	Outer membrane porin OmpC/OmpF/PhoE	OmpC	M	Cell wall/membrane/envelope biogenesis	1	13	0.07692307692307693
OG0002389	COG0300	Short-chain dehydrogenase	YqjQ	R	General function prediction only	1	12	0.08333333333333333
OG0002389	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	10	12	0.8333333333333334
OG0002390	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	WecE	M	Cell wall/membrane/envelope biogenesis	12	12	1
OG0002391	COG3056	Uncharacterized lipoprotein YajG	YajG	S	Function unknown	1	12	0.08333333333333333
OG0002392	COG0038	H+/Cl- antiporter ClcA	ClcA	P	Inorganic ion transport and metabolism	3	12	0.25
OG0002392	COG3597	Uncharacterized conserved protein, DUF697 family	NA	S	Function unknown	4	12	0.3333333333333333
OG0002393	COG0569	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	TrkA	P	Inorganic ion transport and metabolism	1	12	0.08333333333333333
OG0002397	COG1887	CDP-glycerol glycerophosphotransferase, TagB/SpsB family	TagB	M	Cell wall/membrane/envelope biogenesis	1	12	0.08333333333333333
OG0002399	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	MgtE	P	Inorganic ion transport and metabolism	2	12	0.16666666666666666
OG0002401	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	TesA	D	Cell cycle control, cell division, chromosome partitioning	9	12	0.75
OG0002403	COG4529	Uncharacterized NAD(P)/FAD-binding protein YdhS	YdhS	R	General function prediction only	1	12	0.08333333333333333
OG0002404	COG4638	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	HcaE	P	Inorganic ion transport and metabolism	1	12	0.08333333333333333
OG0002410	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH	G	Carbohydrate transport and metabolism	11	12	0.9166666666666666
OG0002412	COG2863	Cytochrome c553	CytC553	C	Energy production and conversion	12	12	1
OG0002414	COG5342	Invasion protein IalB, involved in pathogenesis	IalB	R	General function prediction only	11	12	0.9166666666666666
OG0002419	COG1783	Phage terminase large subunit	XtmB	X	Mobilome: prophages, transposons	10	12	0.8333333333333334
OG0002419	COG4626	Phage terminase-like protein, large subunit, contains N-terminal HTH domain	YmfN	X	Mobilome: prophages, transposons	1	12	0.08333333333333333
OG0002420	COG0579	L-2-hydroxyglutarate oxidase LhgO	LhgO	G	Carbohydrate transport and metabolism	4	12	0.3333333333333333
OG0002421	COG1807	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA	ArnT	M	Cell wall/membrane/envelope biogenesis	2	12	0.16666666666666666
OG0002421	COG2211	Na+/melibiose symporter or related transporter	MelB	G	Carbohydrate transport and metabolism	2	12	0.16666666666666666
OG0002422	COG3133	Outer membrane lipoprotein SlyB	SlyB	M	Cell wall/membrane/envelope biogenesis	12	12	1
OG0002426	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	RfbX	M	Cell wall/membrane/envelope biogenesis	9	12	0.75
OG0002427	COG2421	Acetamidase/formamidase	FmdA	C	Energy production and conversion	12	12	1
OG0002429	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	2	12	0.16666666666666666
OG0002431	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	ManC	G	Carbohydrate transport and metabolism	4	12	0.3333333333333333
OG0002431	COG1917	Cupin domain protein related to quercetin dioxygenase	QdoI	R	General function prediction only	8	12	0.6666666666666666
OG0002433	COG4391	Uncharacterized protein, contains Zn-finger domain	NA	S	Function unknown	1	12	0.08333333333333333
OG0002435	COG2961	23S rRNA A2030 N6-methylase RlmJ	RlmJ	J	Translation, ribosomal structure and biogenesis	12	12	1
OG0002437	COG2346	Truncated hemoglobin YjbI	YjbI	P	Inorganic ion transport and metabolism	9	12	0.75
OG0002439	COG1011	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	YigB	H	Coenzyme transport and metabolism	12	12	1
OG0002444	COG0576	Molecular chaperone GrpE (heat shock protein HSP-70)	GrpE	O	Posttranslational modification, protein turnover, chaperones	2	11	0.18181818181818182
OG0002444	COG3166	Type II secretion system/type IV pilus alignment protein GspM/PulM/PilN	GspM/PilN	N	Cell motility	1	11	0.09090909090909091
OG0002444	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	5	11	0.45454545454545453
OG0002445	COG3440	Predicted restriction endonuclease	NA	V	Defense mechanisms	1	11	0.09090909090909091
OG0002447	COG1442	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	RfaJ	M	Cell wall/membrane/envelope biogenesis	3	11	0.2727272727272727
OG0002449	COG4995	Uncharacterized conserved protein, contains CHAT domain	NA	S	Function unknown	10	11	0.9090909090909091
OG0002452	COG1680	CubicO group peptidase, beta-lactamase class C family	AmpC	V	Defense mechanisms	11	11	1
OG0002455	COG0210	Superfamily I DNA or RNA helicase	UvrD	L	Replication, recombination and repair	2	11	0.18181818181818182
OG0002456	COG0635	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase	HemN	H	Coenzyme transport and metabolism	11	11	1
OG0002457	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	1	11	0.09090909090909091
OG0002457	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	2	11	0.18181818181818182
OG0002457	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	1	11	0.09090909090909091
OG0002458	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	GloB	R	General function prediction only	11	11	1
OG0002461	COG3255	Putative sterol carrier protein, contains SCP2 domain	SCP2	I	Lipid transport and metabolism	3	11	0.2727272727272727
OG0002462	COG2268	Flotillin family membrane protein YqiK, contains Band7/PHB/SPFH domain	YqiK	R	General function prediction only	10	11	0.9090909090909091
OG0002463	COG0758	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake	Smf	L	Replication, recombination and repair	5	11	0.45454545454545453
OG0002464	COG1403	HNH family endonuclease, includes 5-methylcytosine-specific restriction endonuclease McrA	McrA	V	Defense mechanisms	10	11	0.9090909090909091
OG0002465	COG0537	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	HinT	F	Nucleotide transport and metabolism	4	11	0.36363636363636365
OG0002467	COG2515	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family	Acd	E	Amino acid transport and metabolism	11	11	1
OG0002470	COG0457	Tetratricopeptide (TPR) repeat	TPR	R	General function prediction only	6	11	0.5454545454545454
OG0002470	COG4785	Lipoprotein NlpI, contains TPR repeats	NlpI	M	Cell wall/membrane/envelope biogenesis	5	11	0.45454545454545453
OG0002474	COG1659	Bacteriocin, linocin/CFP29 family	CFP29	V	Defense mechanisms	4	11	0.36363636363636365
OG0002477	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	I	Lipid transport and metabolism	11	11	1
OG0002478	COG0749	DNA polymerase I, 3'-5' exonuclease and polymerase domains	PolA	L	Replication, recombination and repair	11	11	1
OG0002479	COG3637	Opacity protein LomR and related surface antigens	LomR	M	Cell wall/membrane/envelope biogenesis	8	11	0.7272727272727273
OG0002481	COG1321	Mn-dependent transcriptional regulator MntR, DtxR family	MntR	K	Transcription	11	11	1
OG0002482	COG5126	Ca2+-binding protein, EF-hand superfamily	FRQ1	T	Signal transduction mechanisms	11	11	1
OG0002484	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	11	11	1
OG0002486	COG0451	Nucleoside-diphosphate-sugar epimerase	WcaG	M	Cell wall/membrane/envelope biogenesis	7	10	0.7
OG0002487	COG0861	Tellurite resistance membrane protein TerC	TerC	P	Inorganic ion transport and metabolism	10	10	1
OG0002488	COG0337	3-dehydroquinate synthetase	AroB	E	Amino acid transport and metabolism	10	10	1
OG0002489	COG5410	Uncharacterized domain, often fused with C-terminal phage terminase domain	NA	X	Mobilome: prophages, transposons	10	10	1
OG0002491	COG0358	DNA primase (bacterial type)	DnaG	L	Replication, recombination and repair	3	10	0.3
OG0002491	COG0467	RecA-superfamily ATPase, KaiC/GvpD/RAD55 family	RAD55	T	Signal transduction mechanisms	7	10	0.7
OG0002492	COG0749	DNA polymerase I, 3'-5' exonuclease and polymerase domains	PolA	L	Replication, recombination and repair	10	10	1
OG0002493	COG0258	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	ExoIX	L	Replication, recombination and repair	10	10	1
OG0002494	COG2348	Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)	FmhB	M	Cell wall/membrane/envelope biogenesis	8	10	0.8
OG0002495	COG0507	ATPase/5'-3' helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V)	RecD	L	Replication, recombination and repair	10	10	1
OG0002496	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	PucG	E	Amino acid transport and metabolism	10	10	1
OG0002498	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	1	10	0.1
OG0002498	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	HpcH	G	Carbohydrate transport and metabolism	2	10	0.2
OG0002501	COG2066	Glutaminase	GlsA	E	Amino acid transport and metabolism	10	10	1
OG0002503	COG0749	DNA polymerase I, 3'-5' exonuclease and polymerase domains	PolA	L	Replication, recombination and repair	6	10	0.6
OG0002505	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	TauE	P	Inorganic ion transport and metabolism	2	10	0.2
OG0002506	COG1100	GTPase SAR1 family domain	Gem1	R	General function prediction only	1	10	0.1
OG0002508	COG1462	Type VIII secretion (curli biogenesis) system outer membrane channel CsgG	CsgG	W	Extracellular structures	10	10	1
OG0002510	COG4338	Uncharacterized conserved protein, DUF2256 family	NA	S	Function unknown	10	10	1
OG0002511	COG1633	Rubrerythrin, includes spore coat protein YhjR	YhjR	P	Inorganic ion transport and metabolism	1	10	0.1
OG0002513	COG3831	WGR domain, predicted DNA-binding domain in MolR	WGR	K	Transcription	10	10	1
OG0002515	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	1	10	0.1
OG0002518	COG0223	Methionyl-tRNA formyltransferase	Fmt	J	Translation, ribosomal structure and biogenesis	1	10	0.1
OG0002519	COG0622	Mn2+-dependent phosphodiesterase, calcineurin family	YfcE	R	General function prediction only	10	10	1
OG0002523	COG4642	Uncharacterized conserved protein, contains MORN repeats	NA	R	General function prediction only	10	10	1
OG0002526	COG1748	Saccharopine dehydrogenase, NADP-dependent	Lys9	E	Amino acid transport and metabolism	10	10	1
OG0002527	COG3188	Outer membrane usher protein FimD/PapC	FimD	N	Cell motility	1	10	0.1
OG0002528	COG0175	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	CysH	E	Amino acid transport and metabolism	10	10	1
OG0002529	COG0384	Predicted epimerase YddE/YHI9, PhzF superfamily	YHI9	R	General function prediction only	10	10	1
OG0002532	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	1	10	0.1
OG0002532	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	1	10	0.1
OG0002532	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	4	10	0.4
OG0002532	COG4627	Predicted SAM-depedendent methyltransferase	NA	R	General function prediction only	1	10	0.1
OG0002534	COG0792	Predicted endonuclease distantly related to archaeal Holliday junction resolvase, YraN/UPF0102 family	YraN	L	Replication, recombination and repair	3	10	0.3
OG0002535	COG3108	Metallopeptidase MepK/YcbK, cleaves mDAP crosslinks in peptidoglycan, peptidase M15/DUF882 family	YcbK	M	Cell wall/membrane/envelope biogenesis	9	10	0.9
OG0002539	COG1714	Uncharacterized membrane protein YckC, RDD family	YckC	S	Function unknown	10	10	1
OG0002542	COG0251	Enamine deaminase RidA/Endoribonuclease Rid7C, YjgF/YER057c/UK114 family	RidA	V	Defense mechanisms	10	10	1
OG0002544	COG1793	ATP-dependent DNA ligase	LigC	L	Replication, recombination and repair	9	10	0.9
OG0002548	COG1368	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily	MdoB	M	Cell wall/membrane/envelope biogenesis	1	10	0.1
OG0002548	COG3853	Uncharacterized conserved protein YaaN involved in tellurite resistance	YaaN	V	Defense mechanisms	1	10	0.1
OG0002548	COG4975	Glucose uptake protein GlcU	GlcU	G	Carbohydrate transport and metabolism	1	10	0.1
OG0002549	COG1664	Cytoskeletal protein CcmA, bactofilin family	CcmA	Z	Cytoskeleton	10	10	1
OG0002552	COG3883	Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO	CwlO1	S	Function unknown	3	10	0.3
OG0002554	COG2835	RNA methyltransferase activator Trm112/YbaR	Trm112	J	Translation, ribosomal structure and biogenesis	10	10	1
OG0002555	COG4891	Uncharacterized conserved protein	NA	S	Function unknown	10	10	1
OG0002557	COG0463	Glycosyltransferase involved in cell wall bisynthesis	WcaA	M	Cell wall/membrane/envelope biogenesis	6	9	0.6666666666666666
OG0002558	COG1469	GTP cyclohydrolase FolE2	FolE2	H	Coenzyme transport and metabolism	1	9	0.1111111111111111
OG0002560	COG0615	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family	TagD	M	Cell wall/membrane/envelope biogenesis	7	9	0.7777777777777778
OG0002560	COG2513	2-Methylisocitrate lyase and related enzymes, PEP mutase family	PrpB	G	Carbohydrate transport and metabolism	2	9	0.2222222222222222
OG0002562	COG4976	Predicted methyltransferase, contains TPR repeat	NA	R	General function prediction only	1	9	0.1111111111111111
OG0002565	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	1	9	0.1111111111111111
OG0002568	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	SkfB	D	Cell cycle control, cell division, chromosome partitioning	9	9	1
OG0002572	COG0582	Integrase/recombinase, includes phage integrase	FimB	L	Replication, recombination and repair	1	9	0.1111111111111111
OG0002572	COG4974	Site-specific tyrosine recombinase XerD	XerD	L	Replication, recombination and repair	8	9	0.8888888888888888
OG0002573	COG3727	G:T-mismatch repair DNA endonuclease Vsr, very short patch repair protein	Vsr	L	Replication, recombination and repair	9	9	1
OG0002575	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA	N	Cell motility	3	9	0.3333333333333333
OG0002575	COG1216	Glycosyltransferase, GT2 family	WcaE	G	Carbohydrate transport and metabolism	4	9	0.4444444444444444
OG0002578	COG2378	Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	YobV	K	Transcription	3	9	0.3333333333333333
OG0002580	COG0406	Broad specificity phosphatase PhoE	PhoE	G	Carbohydrate transport and metabolism	9	9	1
OG0002581	COG1809	Phosphosulfolactate synthase, CoM biosynthesis protein A	ComA	H	Coenzyme transport and metabolism	9	9	1
OG0002582	COG1082	Sugar phosphate isomerase/epimerase	YcjR	G	Carbohydrate transport and metabolism	3	9	0.3333333333333333
OG0002584	COG0500	SAM-dependent methyltransferase SmtA (CmoB moved to COG2228)	SmtA	Q	Secondary metabolites biosynthesis, transport and catabolism	7	9	0.7777777777777778
OG0002584	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	2	9	0.2222222222222222
OG0002585	COG2931	Ca2+-binding protein, RTX toxin-related	NA	Q	Secondary metabolites biosynthesis, transport and catabolism	9	9	1
OG0002589	COG0220	tRNA G46 N7-methylase TrmB	TrmB	J	Translation, ribosomal structure and biogenesis	1	9	0.1111111111111111
OG0002589	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	1	9	0.1111111111111111
OG0002589	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	UbiG	H	Coenzyme transport and metabolism	2	9	0.2222222222222222
OG0002590	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	TesA	D	Cell cycle control, cell division, chromosome partitioning	1	9	0.1111111111111111
OG0002592	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	AsnB	E	Amino acid transport and metabolism	1	9	0.1111111111111111
OG0002595	COG1881	Uncharacterized protein, putative kinase inhibitor, PEBP/RKIP/YbhB/UPF0098 family	YbhB	R	General function prediction only	1	9	0.1111111111111111
OG0002597	COG1396	Transcriptional regulator, contains XRE-family HTH domain	HipB	K	Transcription	1	9	0.1111111111111111
OG0002597	COG1917	Cupin domain protein related to quercetin dioxygenase	QdoI	R	General function prediction only	1	9	0.1111111111111111
OG0002600	COG4105	Outer membrane protein assembly factor BamD, BamD/ComL family	BamD	M	Cell wall/membrane/envelope biogenesis	1	9	0.1111111111111111
OG0002603	COG1403	HNH family endonuclease, includes 5-methylcytosine-specific restriction endonuclease McrA	McrA	V	Defense mechanisms	9	9	1
OG0002605	COG2225	Malate synthase	AceB	C	Energy production and conversion	9	9	1
OG0002606	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2	CyoA	C	Energy production and conversion	1	9	0.1111111111111111
OG0002607	COG1673	Predicted RNA-binding protein, contains PUA-like EVE domain	NA	R	General function prediction only	6	9	0.6666666666666666
OG0002609	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla	MlaD	M	Cell wall/membrane/envelope biogenesis	1	9	0.1111111111111111
OG0002612	COG0711	FoF1-type ATP synthase, membrane subunit b or b'	AtpF	C	Energy production and conversion	1	9	0.1111111111111111
OG0002612	COG1396	Transcriptional regulator, contains XRE-family HTH domain	HipB	K	Transcription	3	9	0.3333333333333333
OG0002612	COG1579	Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain	DR0291	R	General function prediction only	1	9	0.1111111111111111
OG0002612	COG2825	Periplasmic chaperone for outer membrane proteins, Skp/HlpA/OmpH family	Skp	M	Cell wall/membrane/envelope biogenesis	1	9	0.1111111111111111
OG0002612	COG3398	Predicted transcriptional regulator, contains two HTH domains	NA	K	Transcription	1	9	0.1111111111111111
OG0002616	COG1061	Superfamily II DNA or RNA helicase	SSL2	K	Transcription	9	9	1
OG0002620	COG1359	Quinol monooxygenase YgiN	YgiN	C	Energy production and conversion	9	9	1
OG0002622	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	UbiE	H	Coenzyme transport and metabolism	1	9	0.1111111111111111
OG0002628	COG4946	Uncharacterized N-terminal domain of tricorn protease, contains WD40 repeats	NA	S	Function unknown	1	9	0.1111111111111111
OG0002630	COG5108	Mitochondrial DNA-directed RNA polymerase	RPO41	K	Transcription	8	9	0.8888888888888888
OG0002631	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	8	9	0.8888888888888888
OG0002633	COG2128	Alkylhydroperoxidase family enzyme, contains CxxC motif	YciW	P	Inorganic ion transport and metabolism	9	9	1
OG0002634	COG0582	Integrase/recombinase, includes phage integrase	FimB	L	Replication, recombination and repair	2	9	0.2222222222222222
OG0002634	COG4974	Site-specific tyrosine recombinase XerD	XerD	L	Replication, recombination and repair	7	9	0.7777777777777778
OG0002641	COG0412	Dienelactone hydrolase	DLH	Q	Secondary metabolites biosynthesis, transport and catabolism	7	9	0.7777777777777778
OG0002641	COG1073	Fermentation-respiration switch esterase FrsA, DUF1100 family	FrsA	T	Signal transduction mechanisms	1	9	0.1111111111111111
OG0002641	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	DAP2	E	Amino acid transport and metabolism	1	9	0.1111111111111111
OG0002642	COG3081	dsDNA-binding nucleoid-associated protein YejK/NdpA	NdpA	L	Replication, recombination and repair	8	9	0.8888888888888888
OG0002646	COG0419	DNA repair exonuclease SbcCD ATPase subunit	SbcC	L	Replication, recombination and repair	9	9	1
OG0002648	COG5633	Uncharacterized conserved protein YcfL	YcfL	S	Function unknown	1	9	0.1111111111111111
OG0002649	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	FieF	P	Inorganic ion transport and metabolism	9	9	1
OG0002652	COG0337	3-dehydroquinate synthetase	AroB	E	Amino acid transport and metabolism	8	8	1
OG0002653	COG1525	Endonuclease YncB, thermonuclease family	YncB	L	Replication, recombination and repair	8	8	1
OG0002656	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	6	8	0.75
OG0002662	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	PhyH	Q	Secondary metabolites biosynthesis, transport and catabolism	6	8	0.75
OG0002663	COG2755	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	TesA	D	Cell cycle control, cell division, chromosome partitioning	1	8	0.125
OG0002664	COG3468	Autotransporter adhesin AidA	AidA	M	Cell wall/membrane/envelope biogenesis	1	8	0.125
OG0002664	COG5263	Glucan-binding domain (YG repeat)	YG	G	Carbohydrate transport and metabolism	1	8	0.125
OG0002669	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	MenE	I	Lipid transport and metabolism	8	8	1
OG0002671	COG2194	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	OpgE	M	Cell wall/membrane/envelope biogenesis	8	8	1
OG0002672	COG0673	Predicted dehydrogenase	MviM	R	General function prediction only	4	8	0.5
OG0002673	COG1191	DNA-directed RNA polymerase specialized sigma subunit	FliA	K	Transcription	1	8	0.125
OG0002673	COG3119	Arylsulfatase A or related enzyme, AlkP superfamily	AslA	P	Inorganic ion transport and metabolism	1	8	0.125
OG0002681	COG1221	Transcriptional regulators containing sigma54-interacting ATPase domain	PspF	K	Transcription	1	8	0.125
OG0002682	COG0438	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	RfaB	M	Cell wall/membrane/envelope biogenesis	1	8	0.125
OG0002683	COG5617	Predicted membrane glycosyltransferase TK1552, contains 6-pyruvoyl-tetrahydropterin synthase (PTPS)-related domain	PTPS	R	General function prediction only	1	8	0.125
OG0002686	COG0708	Exonuclease III	XthA	L	Replication, recombination and repair	8	8	1
OG0002687	COG2348	Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)	FmhB	M	Cell wall/membrane/envelope biogenesis	5	8	0.625
OG0002688	COG1464	ABC-type metal ion transport system, periplasmic component/surface antigen	NlpA	P	Inorganic ion transport and metabolism	1	8	0.125
OG0002690	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold	YliI	G	Carbohydrate transport and metabolism	8	8	1
OG0002692	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	AsnB	E	Amino acid transport and metabolism	7	8	0.875
OG0002694	COG1807	PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA	ArnT	M	Cell wall/membrane/envelope biogenesis	3	8	0.375
OG0002694	COG2972	Sensor histidine kinase YesM	YesM	T	Signal transduction mechanisms	1	8	0.125
